YMD,Y,M,D,date,Season,SeasonID,COVID_BKK_WM,COVID_BKK,PM2.5_BKK,PM10-BKK,WS-BKK,RH-BKK,AH-BKK,P_BKK,R_BKK,T-BKK,COVID_SSK_WM,COVID_SSK,PM2.5_SSK,PM10-SSK,WS-SSK,RH-SSK,AH-SSK,P_SSK,R_SSK,T-SSK,COVID_NKT_WM,COVID_NKT,PM2.5_NKT,PM10-NKT,WS-NKT,RH-NKT,AH-NKT,P_NKT,R_NKT,T-NKT,COVID_NBR_WM,COVID_NBR,PM2.5_NBR,PM10-NBR,WS-NBR,RH-NBR,AH-NBR,P_NBR,R_NBR,T-NBR,COVID_PTN_WM,COVID_PTN,PM2.5_PTN,PM10-PTN,WS-PTN,RH-PTN,AH-PTN,P_PTN,R_PTN,T-PTN,COVID_SPK_WM,COVID_SPK,PM2.5_SPK,PM10-SPK,WS-SPK,RH-SPK,AH-SPK,P_SPK,R_SPK,T-SPK
200204,2020,2,4,4/2/2020,WINTER,1,3,3,40.48,75.51,0.95,66.58,19.16,755.21,0,29.02,0,0,33.96,52,1.15,69.63,19.59,756.38,0,28.6,0,,37.92,63.63,3.13,72.13,19.55,757.46,0,27.93,0,,44.83,68.81,0.36,70.1,19.12,758.5,0,28.04,0,,42.71,67.38,0.6,77.63,21.09,1009.63,0,27.97,1,1,43.5,63.96,2.18,71.9,19.8,757.46,0,28.21
201212,2020,12,12,12/12/2020,WINTER,1,3,3,46.45,75.41,0.51,54.81,15.86,753.35,0,29.12,0,0,73.21,124.96,0.42,60.92,17.33,754.5,0,28.81,0,,49.04,85.25,0.94,64.58,18.12,755.79,0,28.56,0,,44.83,74.08,0,0,0,0,0,0,0,,46.08,60.71,0.54,0,0,1007.67,0,0,1,1,55.42,79.43,0.77,60.43,17.56,755.56,0,29.2
200913,2020,9,13,13/09/2020,RAINY,3,4,4,8.32,15.47,0.67,75.13,22.73,752.81,1.95,29.94,0,0,6.33,13.33,0.66,75.92,22.1,754.58,1.4,29.23,0,,10.96,24.92,1.01,74.71,22.53,755.08,0,29.88,1,1,6.94,17.13,0.37,85.15,24.85,0,0,29.28,0,,12.25,24.33,0.69,0,0,1006.92,0,0,0,,9.47,16.44,1.53,77.51,22.81,755.03,1.07,29.43
200911,2020,9,11,11/9/2020,RAINY,3,4,4,8.78,18.06,0.9,70.81,22.14,751.31,1.4,30.55,0,0,5.38,11.58,0.86,72.83,21.18,754.92,28.4,29.21,0,,8.25,18.33,1.96,72.08,22.13,753.5,0,30.21,1,1,7.68,20.19,0.36,77.43,23.74,0,0.2,30.18,0,,16.79,31.58,0.64,0,0,1005,0,0,0,,9.44,17.4,2.1,74.67,22.2,753.69,2.27,29.62
201001,2020,10,1,1/10/2020,RAINY,3,4,4,11.09,22.88,1.22,65.57,20.33,750.44,15.9,30.39,0,0,14.25,31.33,0.75,69.75,19.64,754.67,6792,28.62,0,,6.08,14.54,1.94,76.75,21.67,752.96,17.6,28.67,0,,7.33,16.08,0.62,72.5,21.71,0,4.8,29.75,0,,6.08,13.42,1.27,0,0,1003.92,0,0,0,,15.14,28.47,1.82,71.5,20.86,752.79,0.8,29.27
200904,2020,9,4,4/9/2020,RAINY,3,4,4,12.92,22.06,0.72,72.13,22.7,751.31,0.85,30.67,0,0,8.79,19.92,0.65,75.71,23.33,754.67,2,30.28,0,,9.75,21.13,1,76.46,22.6,753.67,0,29.51,0,,12.06,23.33,0.39,79.94,23.49,0,24.2,29.4,0,,13.71,25.75,0.44,0,0,1005,0,0,0,,13.25,22.64,1.49,78.42,23.55,753.63,10.13,29.8
201015,2020,10,15,15/10/2020,RAINY,3,4,4,13.79,29.67,0.77,69.32,21.11,749.71,0.1,30.06,0,0,14.29,32.08,0.8,70.46,20.58,754.75,7458,29.29,0,,7.83,19,1.97,76.17,21.74,752.13,0.2,28.87,1,1,10.52,17.92,0.49,75.52,22.52,0,6.6,29.68,0,,10.71,22.71,0.84,0,0,1002.92,0.8,0,0,,18.93,34.18,1.45,75.64,21.61,752.11,0.2,28.89
201030,2020,10,30,30/10/2020,WINTER,1,4,4,13.86,26.72,0.61,78.5,21.32,753.33,1.6,27.96,0,0,15.46,31.75,0.64,83.63,21.75,754.75,4512,27.18,0,,15.04,31.17,0.6,89.13,22.23,755.63,0.2,26.43,1,1,12.88,23.29,0.44,0,0,0,4.2,0,0,,15.08,22.79,0.81,0,0,1007.54,0.8,0,1,1,14.14,24.4,1.24,83.29,21.47,755.43,2.07,27.02
210303,2021,3,3,3/3/2021,SUMMER,2,4,4,14.07,25.06,1.11,55.78,15.96,754.85,0.25,28.92,12,12,7.79,19.42,1.05,74.17,20.75,754.54,0,28.51,0,,9.21,26.58,3.44,76.17,21.46,756.88,0,28.63,0,,9.48,28.15,1.47,65.29,19.55,754.83,0,29.75,8,8,13.96,25.29,0.72,0,0,1009.58,0,0,0,,13.17,28.68,2.26,79.53,21.83,757.08,0,28.15
200922,2020,9,22,22/09/2020,RAINY,3,4,4,16.97,31.9,0.66,77.39,22.88,752.35,4.15,29.51,0,0,20.21,41.46,0.48,78.17,21.59,754.63,4.4,28.28,0,,14.67,31.5,0.68,79.67,23.07,754.75,1.6,29.13,0,,16.08,30.64,0.41,85.75,24.45,0,5.8,28.85,0,,14.13,24,0.71,0,0,1006.42,0.6,0,0,,21.28,37.39,1.16,78.94,23.17,754.57,3.73,29.38
201203,2020,12,3,3/12/2020,WINTER,1,4,4,17.05,32.84,1.04,54.76,15.15,755.25,0,28.3,0,0,37.54,82.79,0.5,63.17,17.25,754.5,0,28.06,0,,21.63,45.38,1.99,66.13,17.28,757.63,0,27.26,0,,17.79,35.96,0,0,0,0,0,0,0,,17.63,30.25,0.85,0,0,1010.17,0,0,2,2,18.6,36.99,2.3,57.06,15.7,757.39,0,28.21
200423,2020,4,23,23/04/2020,SUMMER,2,4,4,18.02,29.18,1.08,59.63,20.08,752.81,0,31.93,0,0,10.89,20.74,1.25,61.63,20.55,754.13,6.2,31.74,1,1,17.29,31.83,2.69,65.54,21.47,755.08,0,31.41,0,,16.79,32.1,0.7,62.08,18.81,0,0,29.97,1,1,22.33,36,1.42,67.04,21.4,1007.04,0,30.93,0,,20.94,35.21,2.19,67.13,21.52,755.42,0.07,31.01
201103,2020,11,3,3/11/2020,WINTER,1,4,4,18.46,36.34,1.02,55.29,17.41,754.79,0,30.68,0,0,36.5,74.71,0.74,61.79,18.79,754.58,0,30.03,0,,24.88,48.75,1.21,71.88,21.12,757.21,0,29.4,1,1,18.96,33.31,0.7,0,0,0,0,0,0,,18.58,29.54,0.93,0,0,1009.67,0,0,1,1,23.59,43.88,2.08,59.57,18.12,757,0.33,30.04
200424,2020,4,24,24/04/2020,SUMMER,2,4,4,19.01,30.24,0.7,58.49,18.82,753.21,0.01,31.08,0,0,11.75,21.38,0.96,60,18.94,754.33,0,30.73,0,,14.88,28.79,2.2,66.58,20.59,755.58,0,30.35,0,,20.33,37.92,0.48,62.42,17.53,0,0,28.58,1,1,27.83,43.21,0.84,68.08,20.44,1007.46,0,29.8,1,1,20.36,32.74,1.71,65.33,20.42,755.69,0,30.54
200820,2020,8,20,20/08/2020,RAINY,3,4,4,20.06,37.52,0.73,67.46,20.68,751.13,1.15,30.19,0,0,16.5,37.42,0.48,65.38,17.7,754.63,0.4,27.91,0,,16.21,32.38,2.06,67.96,20.47,753.54,0,29.86,0,,19.1,36.15,0.42,65.95,20.17,0,4.2,30.14,0,,22.08,38.54,0.79,0,0,1004.96,2,0,0,,19.94,35.92,1.42,72.97,21.67,753.64,2.67,29.6
210307,2021,3,7,7/3/2021,SUMMER,2,4,4,20.96,36.81,1.05,54.42,16.43,754.48,0,29.9,47,47,16.75,31.5,0,69.88,3.39,754.67,0,0,0,,17.33,39.96,2.83,72.42,21.15,756.63,0,29.29,0,,16.65,38.83,1.28,60.33,19.31,755.29,0,30.98,3,3,24.75,39.17,0.84,0,0,1009.04,0,0,0,,18.32,36.88,2.5,75.06,21.57,756.82,0,29
201204,2020,12,4,4/12/2020,WINTER,1,4,4,22.43,42.43,1.05,48.72,12.41,755.81,0,26.8,0,0,29.88,66.79,0.71,54.71,14.1,754.5,0,27.02,0,,25.33,48.92,1.77,62.54,15.15,758.08,0,25.9,0,,21.21,40.47,0,0,0,0,0,0,0,,22.04,35.04,0.87,0,0,1010.88,0,0,4,4,24.17,43.86,2.33,51.32,13.08,757.78,0,26.82
201012,2020,10,12,12/10/2020,RAINY,3,4,4,22.72,43,0.61,76.22,21.06,750.19,3.95,28.28,0,0,28.67,49.29,0.51,79.83,23.18,754.71,3844,29.19,0,,15.96,38.33,0.82,80.79,21.23,752.54,0,27.36,0,,19.48,35.5,0.43,76.55,19.77,0,19.8,27.06,0,,21.67,31.29,0.74,0,0,1003.63,0,0,1,1,26,48.33,1.08,81.61,21.39,752.33,5.93,27.32
201221,2020,12,21,21/12/2020,WINTER,1,4,4,23.84,42.1,1.03,50.96,10.55,757.26,0,23.13,367,367,34.67,74.54,0.58,54.46,11.41,754.5,0,23.34,2,2,21.25,46,2.37,59.21,11.99,759.08,0,22.75,1,1,17.92,38.88,0,0,0,0,0,0,0,,19.54,34,1.53,0,0,1012.08,0,0,4,4,24.28,50.78,1.82,51.19,11.24,758.71,0,24.17
201023,2020,10,23,23/10/2020,WINTER,1,4,4,24.96,46.05,0.62,58.96,17.12,753.27,0,29.18,0,0,36.58,60.08,0.68,65.42,17.81,754.58,5952,28.01,0,,25.17,47.25,0.71,74.67,20.18,755.5,0,27.88,0,,22.58,41.46,0.48,70.33,19.6,0,0,28.44,0,,23.71,36.54,0.8,0,0,1007.63,0,0,0,,28.38,50.9,1.21,62.76,17.32,755.35,0,28.26
200128,2020,1,28,28/01/2020,WINTER,1,4,4,26.01,50.08,1.01,52.1,14.43,753.92,0,28.33,0,0,29.54,41.5,0.97,55.25,14.57,755.08,0,27.43,0,,32.17,58.21,2.06,57.5,14.43,756.25,0,26.53,1,1,31.19,48.85,0.36,54.65,13.98,750.46,0,26.88,0,,28.96,40.96,0.88,60.88,15.26,1008.08,0,26.51,0,,32.24,47.82,1.72,59.94,15.98,756.24,0,27.63
201108,2020,11,8,8/11/2020,WINTER,1,4,4,33.27,49.95,1.02,63.75,17.97,755.83,0.1,28.64,0,0,47.42,78.04,0.63,72.46,19.03,754.79,3.4,27.36,0,,30.83,48.83,1.58,75.38,19.63,758.04,0.2,27.21,0,,32.9,48.08,0.55,0,0,0,0,0,0,,30.08,39.92,0.9,0,0,1010.83,0,0,1,1,36.17,53.5,1.95,68.88,18.47,757.86,1.8,27.73
201114,2020,11,14,14/11/2020,WINTER,1,4,4,37.94,64.86,0.78,40.97,11.38,754.33,0,28.37,0,0,66.42,122.58,0.53,55.17,14.39,754.5,0,27.23,0,,47.38,83.25,1.1,65.21,15.72,756.79,0,25.82,0,,38.33,65.27,0.5,0,0,0,0,0,0,,38.75,50.29,0.83,0,0,1009,0,0,0,,40.47,71.47,1.44,46.11,12.48,756.49,0,27.91
210223,2021,2,23,23/02/2021,SUMMER,2,4,4,40.5,63.72,0.9,68.18,19.15,753.73,0,28.58,54,54,34.58,65.83,0.89,69.88,18.9,754.67,0.2,27.89,1,1,36.67,67.67,2.52,71.54,19.04,756.04,0,27.6,3,3,34.15,64.9,1.07,59.46,17.7,754.88,0,29.64,28,28,41.92,58.71,0.83,0,0,1008.21,0,0,0,,37.28,61.28,1.89,73.81,19.88,756.01,0,27.82
200131,2020,1,31,31/01/2020,WINTER,1,4,4,42.57,75.04,0.95,44.46,12.17,755.9,0,28.11,0,0,44.63,70.67,0.89,49.21,13.08,756.75,0,27.58,0,,48.67,92.42,0.86,62.21,16.08,758.13,0,27.07,0,,47.71,71.51,0.59,48.69,12.31,756.04,0,26.67,0,,45.25,70.67,1.13,59.92,14.68,1010.54,0,26.11,0,,47.65,80.75,2.11,51.03,13.96,757.96,0,28.1
210228,2021,2,28,28/02/2021,SUMMER,2,4,4,43.13,61.1,1.03,71.58,20.33,752.42,0,28.78,49,49,27.67,54.13,0.92,73,20.06,754.58,0,28.18,1,1,45.5,70.5,2.98,78.54,21.31,754.5,0,27.95,3,3,37,61.89,1.27,61.83,18.64,751.17,0,29.87,11,11,53.46,64.13,0.86,0,0,1006.38,0,0,1,1,44.72,64.01,2.44,76.53,20.91,754.72,0,28.08
201213,2020,12,13,13/12/2020,WINTER,1,4,4,47.69,76.95,0.5,62.24,18.03,752.6,2.45,29.14,0,0,62.21,109.92,0.57,66.96,19.81,754.63,0.4,29.53,0,,40.71,76.54,1.13,65.13,19.29,754.96,0,29.55,0,,45.98,80,0,0,0,0,0,0,0,,43.63,55.96,0.43,0,0,1006.71,0,0,2,2,61.85,90.18,0.72,68.72,19.96,754.85,0.2,29.19
201214,2020,12,14,14/12/2020,WINTER,1,4,4,55.43,85.73,0.53,77.75,21.77,753.25,0,28.52,0,0,58.54,96.67,0.33,84.33,24.33,754.67,0,29.06,0,,44.29,83.67,0.5,80.83,22.23,755.54,10.6,28.19,1,1,52.22,88.93,0,0,0,0,0,0,0,,55,67.58,0.5,0,0,1007.54,0,0,4,4,55.44,77.67,0.64,82.5,22.73,755.46,3,28.22
200607,2020,6,7,7/6/2020,RAINY,3,5,5,6.19,13.04,0.9,70.62,21.94,751.08,2.75,30.43,0,0,15.2,23.67,0.95,77.52,27.13,754.75,0,32.65,0,,4.27,12.29,2.38,80.5,22.74,753.42,20,28.68,0,,7.3,16.79,0.56,76.41,20.83,0,5.2,28.03,0,,16.96,28.83,0.98,87.04,24.87,1004.63,17.2,28.89,0,,8.87,16.47,2.24,74.4,22.58,753.54,0.33,29.99
200706,2020,7,6,6/7/2020,RAINY,3,5,5,10.95,21.93,1.16,58.22,19.03,749.96,0,31.37,0,0,9.04,28.3,1.17,67.17,21.83,754.71,0,31.26,0,,5.71,16.75,2.03,62.58,20.21,752.33,0,31.15,0,,7.44,20.21,0.55,59.29,17.47,0,0,29.45,0,,8,13.54,0.67,0,0,1003.25,0,0,0,,13.39,25.78,2.01,65.14,19.95,752.58,1.87,30.17
200901,2020,9,1,1/9/2020,RAINY,3,5,5,12.14,22.66,0.68,81.03,22.36,751.5,43.55,28.25,0,0,18.13,34,0.75,82.54,22.99,754.67,28.4,28.43,0,,9.29,22.46,1.29,86,22.55,753.79,34,27.33,0,,8.67,19.67,0.44,85.53,22.93,0,45.4,27.73,0,,0,0,0,0,0,0,0,0,0,,16.54,29.6,1.05,83.68,22.84,753.65,43.27,28.06
200619,2020,6,19,19/06/2020,RAINY,3,5,5,12.35,22.27,0.67,74.96,22.5,751.88,0.83,29.8,0,0,7.38,27.46,0.8,76.67,23.79,754.58,0,30.41,0,,7.42,19.5,2.14,73.08,21.85,754.17,0,29.72,0,,9.42,20.25,0.63,69.33,18.37,0,3.6,27.51,0,,12.71,24.21,1,88.04,25.23,1005.79,7,28.94,0,,13.74,25.65,1.73,74.81,22.54,754.15,0.27,29.86
200705,2020,7,5,5/7/2020,RAINY,3,5,5,12.4,22.7,0.88,59.44,18.82,750.85,0,30.78,0,0,11.5,31.88,0.67,69.42,21.45,754.54,0,30.33,0,,7.75,18.54,1.83,64.71,19.5,753.21,0,29.86,0,,9.38,20.96,0.72,62.96,17.98,0,0,28.88,0,,9.63,18.04,0.95,0,0,1004.38,0,0,0,,14.11,25.87,1.51,64.47,19.7,753.31,0,30.12
200918,2020,9,18,18/09/2020,RAINY,3,5,5,12.5,24.21,1.36,74.28,21.33,747.4,1.25,28.98,0,0,8.71,22.33,1.35,72.67,19.92,754.63,1,28.13,0,,7.13,15.75,2.06,75.13,21.19,749.79,0.4,28.65,1,1,11.08,20.73,0.61,79.55,21.95,0,3.8,28.25,0,,12.04,23.63,0.91,0,0,999.79,7,0,0,,13.38,23.83,2.15,78,21.82,749.76,1.53,28.5
200910,2020,9,10,10/9/2020,RAINY,3,5,5,13.37,24.85,0.52,75.54,22.58,750.76,4.85,29.72,0,0,12.04,25.08,0.7,72.42,22.03,754.58,0.2,30.04,0,,9.41,21.38,1.2,70.42,21.49,752.92,0,30.1,0,,11,25.21,0.43,86.78,25.36,0,2,29.3,0,,16.71,28,0.51,0,0,1004.13,0,0,0,,12.66,24.13,1.37,73.96,22.89,752.79,2.07,30.36
200618,2020,6,18,18/06/2020,RAINY,3,5,5,13.93,23.48,0.54,75.42,21.6,752.42,2.95,28.93,0,0,8.58,31.58,0.84,76.37,24.56,754.83,0,31.07,0,,9.21,20.13,1.81,76.25,21.65,754.71,0.8,28.78,0,,10.65,25.88,0.5,72.19,18.14,0,8,26.56,0,,16.38,25.54,0.69,88.5,24.13,1006.17,9.2,28.04,0,,16.92,30.07,1.03,78.83,22.17,754.53,0.47,28.6
201129,2020,11,29,29/11/2020,WINTER,1,5,5,20.25,38.53,0.89,54.51,15.09,755.5,0,28.31,0,0,36.63,78.25,0.43,62.5,16.89,754.5,0,27.88,0,,19.25,38.96,2.04,63.33,16.94,757.88,0,27.68,0,,18.06,39.63,0,0,0,0,0,0,0,,18.58,30.83,1.11,0,0,1010.5,0,0,1,1,19.76,35.74,1.93,57.4,15.89,757.49,0,28.31
201028,2020,10,28,28/10/2020,WINTER,1,5,5,25.82,43.1,1.07,68.19,19.75,752.15,0,29.13,0,0,35.88,69.5,0.79,73.58,20.31,754.5,4015,28.25,0,,20,37.46,1.34,78.25,20.71,754.67,0,27.5,0,,21.29,38.88,0.55,0,0,0,0,0,0,,19.5,28.04,1.28,0,0,1006.04,0,0,3,3,27.94,45.57,1.49,71.86,20.08,754.32,0,28.48
210310,2021,3,10,10/3/2021,SUMMER,2,5,5,30.11,47.18,0.81,55.46,16.13,755.06,0.1,29.22,19,19,20.75,35.79,0.87,69.58,20.36,754.54,0,29.33,0,,25.13,44.5,2.12,71.25,21.31,757.21,0,29.73,1,1,25.46,47.61,1.03,62.04,18.65,755.54,0,29.82,8,8,39.17,52,0.61,0,0,1009.92,0,0,0,,25.94,45.61,2.16,72.38,21.05,757.17,0.2,29.22
201017,2020,10,17,17/10/2020,WINTER,1,6,6,8.86,17.43,0.98,91.28,21.66,750.19,11.7,25.54,0,0,17.75,31.92,0.53,97.21,22.6,755,1503,25.18,0,,4.46,9.54,1.36,97.58,21.92,752.63,40.4,24.56,1,1,6.38,12.04,0.6,74.55,16.66,0,51.6,24.48,1,1,5.17,8.63,1.27,0,0,1003.33,27.2,0,0,,11.9,22.04,1.54,95.58,21.76,752.17,9.33,24.8
200629,2020,6,29,29/06/2020,RAINY,3,6,6,10.03,17.38,1.01,67.81,21.17,750.75,1.3,30.52,0,0,8.04,29.46,0,73.04,3.54,754.63,0,0,0,,6.29,15.58,2.29,72.54,20.91,753.13,1.6,29.05,0,,6.65,15.02,0.56,67.71,19.1,0,0,28.65,0,,7.13,15.17,0.74,0,0,1004.04,9.8,28.57,1,1,12.33,21.85,2.02,70.07,21.46,753.11,0.27,30.16
200604,2020,6,4,4/6/2020,RAINY,3,6,6,12.01,23.26,0.67,72.25,22.08,751.58,0,30.13,0,0,7.83,19.5,0.79,78.79,26.77,754.58,0.2,32.1,0,,5.58,15.17,1.82,80.71,22.93,753.96,15.8,28.78,0,,10.85,26.52,0.44,77.27,18.94,742.79,16.6,26.11,0,,15.25,29.08,0.9,91.75,24.38,1005.29,42,27.57,9,9,12.89,24.08,1.65,74.15,22.52,753.94,0,30.01
200916,2020,9,16,16/09/2020,RAINY,3,6,6,12.47,22.06,0.88,73.96,22.4,751.38,4.95,29.96,0,0,9.17,22.71,0.95,71.75,21.09,754.67,0,29.41,0,,6.13,16.46,1.48,74.42,22.01,753.71,0.2,29.53,1,1,10.15,20.33,0.42,73.22,22.83,0,0,30.5,0,,11.08,23.67,0.7,0,0,1005.04,1.4,0,1,1,14.06,25.64,1.7,77.13,22.86,753.72,0.27,29.56
201021,2020,10,21,21/10/2020,WINTER,1,6,6,14.25,31.18,0.89,74.57,19.84,753.69,0,27.59,0,0,20.86,44.64,0.67,78.21,20.2,754.67,3500,27.06,0,,8.92,21.21,1.8,81.71,20.31,755.96,0.2,26.37,2,2,12.1,27.31,0.57,84.05,21.35,0,0,26.75,0,,10.13,20.58,1.35,0,0,1008,0,0,1,1,15.56,36.54,1.16,76.54,19.76,755.6,0.2,27.04
201020,2020,10,20,20/10/2020,WINTER,1,6,6,15.08,33.74,0.9,79.65,20.37,753.46,0.05,26.88,0,0,21.58,46.38,0.57,80.63,20.18,754.67,3812,26.49,0,,8.29,21.33,1.85,83.96,20.31,755.75,0,25.88,2,2,9.7,28.85,0.59,89.6,21.85,0,0,26.03,0,,9.33,21.21,1.38,0,0,1007.67,0,0,1,1,18.32,40.79,1.12,81.03,20.2,755.33,0.2,26.42
200314,2020,3,14,14/03/2020,SUMMER,2,6,6,16.48,31.35,1.16,68.85,22.41,753.52,0,31.3,0,0,11.04,21.04,1.1,68.96,21.77,754.75,0,30.73,0,,15.67,33.75,3.43,73.83,23.08,755.79,0,30.54,0,,18.25,33.53,0.57,68.2,21.9,756.83,0,31.04,1,1,19.54,33.71,0.96,71.42,23.84,1007.67,0,31.77,0,,18.03,30.24,2.61,75.72,23.13,756.08,0,30.12
201014,2020,10,14,14/10/2020,RAINY,3,6,6,16.6,31.93,0.76,78.94,21.13,750.71,0.2,27.7,0,0,13.21,25.5,0.81,80.42,21.41,754.79,6559,27.6,0,,8.38,18.42,1.93,81.17,21.37,753.17,3,27.4,0,,13.54,23.5,0.42,77.53,20.61,0,1.4,27.57,0,,14.17,20.79,0.79,0,0,1004.25,0.4,0,0,,17.5,29.61,1.31,85.26,21.68,753,0.53,26.77
201202,2020,12,2,2/12/2020,WINTER,1,6,6,17.44,33.28,0.82,55.61,15.5,755.2,0,28.44,0,0,30.29,68.79,0.44,60.71,16.77,754.63,0,28.27,0,,18.79,38.96,1.75,65.29,17.27,757.58,0,27.49,0,,15.13,32.5,0,0,0,0,0,0,0,,15.5,26.29,0.86,0,0,1010.21,0,0,2,2,18.69,34.94,1.66,58.61,16.29,757.29,0,28.38
201220,2020,12,20,20/12/2020,WINTER,1,6,6,21.6,39.72,0.96,52.63,12.27,756.81,0,25.22,533,533,30.04,76.42,0.61,56.83,13.18,754.5,0.2,25.13,0,,16.29,42.38,2.41,60.79,13.41,759.25,0,24.24,0,,15.21,42.42,0,0,0,0,0,0,0,,16.17,30.29,1.37,0,0,1012.08,0,0,1,1,19.25,46.97,2,55.5,13.15,758.75,0,25.51
201121,2020,11,21,21/11/2020,WINTER,1,6,6,23.17,41.5,0.46,83.01,22.24,753.25,14.85,27.72,0,0,25.46,55.25,0.55,82.17,23.83,754.58,7.6,29.16,0,,35.25,63.08,1.07,79.71,22.94,755.33,2.8,29.02,1,1,19.53,38.87,0,0,0,0,0,0,0,,27.54,42.33,0.58,0,0,1007.29,0,0,2,2,27.11,41.93,0.88,87.43,22.82,755.43,37.13,27.25
201205,2020,12,5,5/12/2020,WINTER,1,6,6,23.62,42.48,1.03,48.94,11.46,756.77,0,25.3,0,0,34.29,75.38,0.65,54.04,12.75,754.5,0,25.43,0,,25.54,49.5,1.92,59.08,13.16,759.04,0,24.41,0,,22.04,47.04,0,0,0,0,0,0,0,,22.75,32.42,1.17,0,0,1012,0,0,0,,24.67,43.9,1.92,51.89,12.32,758.72,0,25.55
210308,2021,3,8,8/3/2021,SUMMER,2,6,6,25.66,42.27,1.02,53.94,16.49,755.25,0,30.13,40,40,18.67,34.67,0,67.63,3.28,754.58,0,0,0,,21.42,43.58,2.85,72.54,21.6,757.33,0,29.64,3,3,21.15,42.72,1.54,59.29,18.73,754.79,0,30.74,2,2,31.68,45.45,1.12,0,0,1010.25,0.4,0,1,1,22.47,40.97,2.63,72.07,21.2,757.46,0,29.42
201104,2020,11,4,4/11/2020,WINTER,1,6,6,25.83,42.5,0.83,59.72,17.89,754.75,0.05,29.76,0,0,41.58,75.5,0.55,70.79,20.23,754.67,0,28.9,0,,32.21,52,0.8,76.92,21.04,757.17,0,28.09,0,,25.48,37.6,0.45,0,0,0,0,0,0,,26.33,35.46,0.52,0,0,1009.58,0,0,0,,29.29,48.56,1.48,64.25,18.62,756.96,0.07,29.15
201218,2020,12,18,18/12/2020,WINTER,1,6,6,26.61,48.64,0.76,55.38,15.43,754.83,0,28.43,1,1,49.17,101.88,0.55,64.96,17.25,754.5,0,27.55,0,,31.54,59.5,1.41,68.33,17.78,757.25,0,27.19,0,,24.04,53.63,0,0,0,0,0,0,0,,20.38,35.17,1.08,0,0,1009.88,0,0,0,,28.92,61.03,1.28,60.79,16.98,756.99,0,28.47
201208,2020,12,8,8/12/2020,WINTER,1,6,6,30.6,52.21,0.68,53.28,14.25,756.08,0,27.69,0,0,52.25,108.67,0.44,59.21,15.54,754.54,0,27.34,0,,33.92,62.58,1.62,66.04,16.37,758.46,0,26.32,0,,27.35,53.38,0,0,0,0,0,0,0,,27.63,40.75,1,0,0,1011.33,0,0,1,1,32.18,55.32,1.41,56.25,15.33,758.14,0,28.03
200311,2020,3,11,11/3/2020,SUMMER,2,6,6,31.55,51.29,0.84,64.94,21.13,752.92,0,31.28,0,0,32.42,42.96,0.78,64.17,20.08,754.13,0,30.57,0,,48.79,76.54,2.45,61.79,19.55,755.21,0,30.76,0,,33.5,55.53,0.35,60.73,19.39,749.63,0,30.94,0,,35.21,52.13,0.97,64.96,20.74,1006.92,0,30.94,0,,33.63,47.21,1.93,74.78,22.65,755.57,0,29.96
210222,2021,2,22,22/02/2021,SUMMER,2,6,6,48.49,72.49,0.85,67.33,18.57,754.58,0,28.25,33,33,37.08,68.71,0.84,69.58,18.59,754.54,0,27.67,6,6,47.83,79.08,2.24,69.92,18.14,756.75,0.2,27.13,3,3,43.25,76.52,0.95,61.13,17.58,755.88,0,29.01,18,18,62.54,74.75,0.56,0,0,1009.08,0,0,0,,43.44,67.06,1.86,73.89,19.52,756.81,0,27.46
200608,2020,6,8,8/6/2020,RAINY,3,7,7,7.96,14.88,0.87,73.71,22.05,750.9,3.4,29.73,0,0,13.29,25.88,1.04,77.6,26,754.96,8.8,31.83,0,,4.13,14.08,2.48,77.71,22.04,753.13,6.2,28.76,0,,6.94,17.75,0.55,63.5,17.16,0,9.2,27.87,0,,14.67,29.17,0.88,83.96,24.21,1004.38,4.8,29.06,0,,10.39,19.04,2.18,74.67,22.01,753.35,2.73,29.46
200905,2020,9,5,5/9/2020,RAINY,3,7,7,10.1,18.91,0.73,76.65,23.34,751.02,19,30.06,0,0,7.71,16.54,0.72,78.54,25.42,754.54,1,31.19,0,,11.63,24.04,1.48,78.08,22.91,753.25,0.6,29.38,0,,9.02,18.94,0.33,82.06,24.27,0,13.6,29.53,0,,14.46,29.46,0.59,0,0,1004.67,6,0,0,,10.6,19.42,1.64,75.71,23.33,753.28,6.73,30.28
200724,2020,7,24,24/07/2020,RAINY,3,7,7,11.35,22.46,0.54,81.13,23.03,752.1,29.05,28.77,0,0,11,27,0.98,76.29,25.08,754.75,0,31.48,0,,11.29,22.38,1.87,74.71,22.28,754,0,29.68,0,,10.56,20.1,0.39,79.75,19.46,0,28.2,26.03,0,,11.21,19.54,0.71,0,0,1005.75,0.4,0,0,,14.11,24.64,1.32,81.11,23.12,754.19,23.67,28.85
201003,2020,10,3,3/10/2020,RAINY,3,7,7,13.1,23.8,0.47,84.76,22.97,751.67,17.8,27.93,0,0,13.79,21.54,0.45,87.88,24.46,754.83,5702,28.41,0,,8,20.25,0.95,88.13,23.23,753.88,6.4,27.43,0,,13.27,23.65,0.35,91.33,23.15,0,19.6,26.71,0,,14.79,19.75,0.63,0,0,1005.42,24,0,0,,12.74,21.43,1.19,84.57,23.12,753.81,9.13,28.08
